iter	Logloss
449	0.3655464931
450	0.3653044259
451	0.3650375359
452	0.3648697861
453	0.3647316609
454	0.3645960259
455	0.3643811359
456	0.3640531376
457	0.3638384808
458	0.3635879959
459	0.3632045034
460	0.3630109728
461	0.3628023945
462	0.3626983165
463	0.3623822757
464	0.3623456829
465	0.3623046272
466	0.362210878
467	0.3620254623
468	0.3617368956
469	0.3616478269
470	0.3613604343
471	0.3612537059
472	0.3609991174
473	0.3607286617
474	0.3605809839
475	0.3603729065
476	0.3601531259
477	0.3600678744
478	0.3598931143
479	0.3598023262
480	0.3596147265
481	0.3594099341
482	0.3590241403
483	0.3588909037
484	0.3586800128
485	0.3586576188
486	0.358299614
487	0.3581354246
488	0.3580025331
489	0.3579232195
490	0.357710812
491	0.3575256191
492	0.3574738462
493	0.3573052367
494	0.3568997048
495	0.3567746439
496	0.3566067043
497	0.3564671758
498	0.3562276069
499	0.3559137022
500	0.3558797806
501	0.3556519459
502	0.3555021221
503	0.3553672732
504	0.3552266468
505	0.3551721413
506	0.3550003253
507	0.3548368739
508	0.3546821062
509	0.3545401124
510	0.3543118945
511	0.3542048247
512	0.3541665439
513	0.353954924
514	0.3534842666
515	0.3533086004
516	0.3528706068
517	0.3526058901
518	0.3524972711
519	0.3522988731
520	0.3519075858
521	0.3513998605
522	0.3512484934
523	0.3509705165
524	0.3507509831
525	0.3504516882
526	0.3503622763
527	0.3500371024
528	0.3496967892
529	0.3496175332
530	0.3493859732
531	0.3492515041
532	0.3490399507
533	0.3489964977
534	0.3487360073
535	0.3486399454
536	0.3483316913
537	0.3482219378
538	0.3481346947
539	0.3479017454
540	0.3478017904
541	0.347758551
542	0.3476510519
543	0.3475442371
544	0.3472295568
545	0.3469782286
546	0.3468482762
547	0.3466375261
548	0.3463218181
549	0.3460857082
550	0.3458877021
551	0.3456599105
552	0.3454522338
553	0.3451794468
554	0.3450893367
555	0.3447561888
556	0.3445054036
557	0.3442897749
558	0.3441827244
559	0.3439244445
560	0.3436919943
561	0.3435901463
562	0.34345743
563	0.3433643127
564	0.3430676307
565	0.3428427251
566	0.3427054497
567	0.3425160839
568	0.342460548
569	0.3423231737
570	0.342239819
571	0.3420874585
572	0.3420823457
573	0.341919946
574	0.341779299
575	0.3414832103
576	0.3413996189
577	0.3413154026
578	0.3410847668
579	0.3409376071
580	0.3407609455
581	0.340651761
582	0.3405431244
583	0.3404287316
584	0.3402137639
585	0.3400395929
586	0.3398701311
587	0.3398274772
588	0.3396179283
589	0.3395589132
590	0.3394762337
591	0.3394220638
592	0.3392628357
593	0.3390043609
594	0.3389647103
595	0.3388302883
596	0.3386659445
597	0.3384299146
598	0.3382742963
599	0.3381473495
600	0.3380072486
601	0.3378299985
602	0.337626803
603	0.3372549634
604	0.3370565372
605	0.3370047151
606	0.3367973887
607	0.3366324747
608	0.3365513634
609	0.3364076972
610	0.3362368744
611	0.3360173482
612	0.3358456896
613	0.3357519263
614	0.3357442706
615	0.3354907173
616	0.3352184448
617	0.3350271114
618	0.3350064517
619	0.3348373655
620	0.3346900369
621	0.3346348754
622	0.3344598614
623	0.3343871358
624	0.3342739255
625	0.3342316115
626	0.3339932944
627	0.3337383929
628	0.333666724
629	0.333486467
630	0.3333902279
631	0.3329692295
632	0.3327455361
633	0.3324792694
634	0.3322670441
635	0.3322596232
636	0.3319801689
637	0.3318161716
638	0.3316299392
639	0.3315437783
640	0.3314708653
641	0.331414544
642	0.3314075804
643	0.3311984401
644	0.3310390023
645	0.3308667459
646	0.33083977
647	0.3306971449
648	0.3306224295
649	0.3305515238
650	0.3303365971
651	0.3301582372
652	0.3300215734
653	0.329916395
654	0.3297573656
655	0.3294861735
656	0.3294317462
657	0.3289932313
658	0.3288551092
659	0.3286535942
660	0.3286361801
661	0.3285953212
662	0.3284177546
663	0.3282466586
664	0.3280208002
665	0.3279605136
666	0.3278502153
667	0.3275570728
668	0.3275186289
669	0.3274826018
670	0.3274144159
671	0.327381608
672	0.3273105285
673	0.3270940734
674	0.326916594
675	0.3268615977
676	0.326655279
677	0.3263995436
678	0.3262564199
679	0.3260137419
680	0.3259091884
681	0.3258772018
682	0.3257148006
683	0.3256515529
684	0.325477573
685	0.3254112156
686	0.3252382606
687	0.3250824948
688	0.324964355
689	0.3249019046
690	0.3247297233
691	0.3246272897
692	0.3246120523
693	0.3244395305
694	0.3243603419
695	0.3243315533
696	0.3242831407
697	0.3241705879
698	0.3238429875
699	0.3236989946
700	0.3236325134
701	0.323604127
702	0.3235398136
703	0.3234192532
704	0.3233542658
705	0.3231870522
706	0.3228841334
707	0.3224974155
708	0.322419248
709	0.322401357
710	0.3221990023
711	0.3220396527
712	0.321776843
713	0.321717908
714	0.3216795825
715	0.3215514556
716	0.3214453772
717	0.3213125552
718	0.3212189775
719	0.3211712509
720	0.3211674061
721	0.3211140736
722	0.320979838
723	0.3208915278
724	0.3207591036
725	0.3207014345
726	0.3206978848
727	0.3206292102
728	0.3205832727
729	0.320538087
730	0.3204753716
731	0.3204182458
732	0.3202249195
733	0.3199649661
734	0.3198185728
735	0.3197843462
736	0.3196123315
737	0.319524957
738	0.3193031226
739	0.3191885666
740	0.3190990799
741	0.3189229621
742	0.3188609731
743	0.3187381802
744	0.318695118
745	0.3184662083
746	0.3184186361
747	0.3183344485
748	0.3181717249
749	0.3181374918
750	0.3180023289
751	0.3179535866
752	0.3178545515
753	0.317740868
754	0.3175462985
755	0.3175368838
756	0.3173512822
757	0.3173209786
758	0.3171306518
759	0.3168712764
760	0.3168273958
761	0.3166677354
762	0.3165687724
763	0.3164888018
764	0.3159879359
765	0.315791136
766	0.3156224792
767	0.3155779623
768	0.315514201
769	0.315391211
770	0.3152921169
771	0.3151625958
772	0.3151267125
773	0.3147578632
774	0.3146226798
775	0.3145086615
776	0.3143271193
777	0.3142027588
778	0.3141638205
779	0.3140822573
780	0.3138530333
781	0.3134872826
782	0.3131549543
783	0.3130865839
784	0.3129808479
785	0.3126903848
786	0.3125820644
787	0.3125293701
788	0.3124268395
789	0.3122231006
790	0.3120918207
791	0.3120685404
792	0.3119097071
793	0.3118833576
794	0.3116870582
795	0.3115515547
796	0.3114722991
797	0.3114238714
798	0.3113228343
799	0.3112990985
800	0.3111868515
801	0.3110352632
802	0.3110056969
803	0.3109875538
804	0.310726486
805	0.3104492852
806	0.3104127915
807	0.3102636163
808	0.3100030481
809	0.3099443292
810	0.3098026705
811	0.3097281158
812	0.3096656301
813	0.3095641985
814	0.3095369696
815	0.30949703
816	0.3093924749
817	0.3091436318
818	0.3090670953
819	0.3090321307
820	0.3089520252
821	0.3087284433
822	0.3086498337
823	0.3084590473
824	0.308313204
825	0.3082481249
826	0.3081254296
827	0.3079768026
828	0.3079014539
829	0.3078198298
830	0.3076773823
831	0.3075649922
832	0.307399328
833	0.3072742536
834	0.3072300006
835	0.3071893432
836	0.3070414509
837	0.3070175068
838	0.3069250509
839	0.3067760847
840	0.3066246894
841	0.3064075097
842	0.3063309375
843	0.3062400293
844	0.3061717807
845	0.306113432
846	0.3059854711
847	0.3058998892
848	0.3056602213
849	0.3055890503
850	0.305396335
851	0.3052363347
852	0.3050746342
853	0.304980983
854	0.304813185
855	0.3047740564
856	0.3046483454
857	0.3045893154
858	0.3045621607
859	0.3044266944
860	0.3043911538
861	0.304274081
862	0.3041621664
863	0.3040578718
864	0.303985319
865	0.3037728295
866	0.3037144973
867	0.3035888672
868	0.3034227775
869	0.3033405533
870	0.3032526451
871	0.3031444909
872	0.3031196114
873	0.3028368414
874	0.3027160088
875	0.3025840518
876	0.3024922378
877	0.3022526341
878	0.3022042501
879	0.3021782467
880	0.3021070402
881	0.3019617026
882	0.3018112687
883	0.3016863176
884	0.3015709615
885	0.301419886
886	0.3013839176
887	0.3012468421
888	0.301210264
889	0.3011274714
890	0.3010763911
891	0.300816883
892	0.3007119937
893	0.3006918602
894	0.3005596471
895	0.3005150736
896	0.3003465916
897	0.3002152039
898	0.3000435433
899	0.2998245462
900	0.2997476351
901	0.2996234873
902	0.2995397565
903	0.2994364994
904	0.2992996875
905	0.2991465164
906	0.2990205803
907	0.2988869804
908	0.298672396
909	0.2985331305
910	0.2984586073
911	0.298248676
912	0.2978505364
913	0.2978117951
914	0.2977842809
915	0.2976591767
916	0.297549067
917	0.2975107412
918	0.2974095728
919	0.2972264588
920	0.2971975491
921	0.2970663512
922	0.2970065627
923	0.296956199
924	0.2967693443
925	0.2966843794
926	0.2965116559
927	0.2964230879
928	0.2962941268
929	0.2962788623
930	0.2962525819
931	0.29609853
932	0.2959932521
933	0.2959392516
934	0.295856781
935	0.2958063388
936	0.2956803999
937	0.2952903595
938	0.2951809987
939	0.2950827618
940	0.2950574849
941	0.2949770383
942	0.2948468325
943	0.2948204093
944	0.2946626469
945	0.2945866002
946	0.2943941895
947	0.2942251643
948	0.2940727042
949	0.2940365879
950	0.2939678231
951	0.2939644407
952	0.2938964351
953	0.2937634451
954	0.2936742938
955	0.2935367923
956	0.2934547333
957	0.293404313
958	0.29323537
959	0.2931796241
960	0.2930433895
961	0.2928281193
962	0.2927720503
963	0.2926314862
964	0.292628393
965	0.2924988472
966	0.2924288911
967	0.2923504449
968	0.2922180717
969	0.2920638407
970	0.2919973828
971	0.2919239758
972	0.2918755702
973	0.2918241984
974	0.2917078691
975	0.2916586898
976	0.2914158474
977	0.2913212699
978	0.2912006568
979	0.2910795062
980	0.2909610427
981	0.2907320738
982	0.2906916968
983	0.2905788043
984	0.2905210937
985	0.290458402
986	0.2903754312
987	0.2903460243
988	0.2903284199
989	0.2902239956
990	0.2901777228
991	0.2901611872
992	0.2901132493
993	0.289892406
994	0.2897543101
995	0.2896379173
996	0.2896075911
997	0.2893081125
998	0.2892263968
999	0.2889545055
